,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Latitude,Venue Longitude,Venue Category,Level I,Level II,Level III,Level IV
503,Central Harlem,40.81597607,-73.94321113,House Of Seafood,40.81192091273784,-73.9425440011307,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
504,East Harlem,40.79224947,-73.94418223,Brisas Del Mar,40.795171125803904,-73.94424891591386,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
505,Upper East Side,40.77563857,-73.96050763,Flex Mussels,40.776336676544645,-73.95643047622309,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
506,Upper West Side,40.787658,-73.97705924,The Mermaid Inn,40.7887443662537,-73.97424322252336,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
507,Upper West Side,40.787658,-73.97705924,Luke's Lobster,40.784146813428826,-73.97765609049912,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
508,Lincoln Square,40.77352889,-73.98533777,Atlantic Grill,40.77207662198586,-73.98145478042602,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
509,Clinton,40.75910089,-73.99611936,Sea Breeze Fish Market,40.75717683936692,-73.99351769091956,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
510,Murray Hill,40.74830308,-73.97833208,Docks Oyster Bar,40.749482758361886,-73.97547112423916,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
511,Chelsea,40.74403471,-74.00311633,Los Mariscos,40.74199972810892,-74.00589003225505,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
512,Greenwich Village,40.72693289,-73.99991403,Mermaid Oyster Bar,40.728757340839636,-74.0016655723762,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
513,Greenwich Village,40.72693289,-73.99991403,Lure Fishbar,40.724703000000005,-73.9983278,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
514,Tribeca,40.72152197,-74.01068329,Grand Banks,40.72030029010028,-74.01602651928121,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
515,Little Italy,40.71932379,-73.99730467,Ed's Lobster Bar,40.72198991527088,-73.99734249611029,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
516,Little Italy,40.71932379,-73.99730467,The Boil,40.71972556816164,-73.99305352157174,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
517,Soho,40.72218384,-74.00065667,Ed's Lobster Bar,40.72198991527088,-73.99734249611029,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
518,Soho,40.72218384,-74.00065667,Lure Fishbar,40.724703000000005,-73.9983278,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
519,West Village,40.73443394,-74.00617998,Mary's Fish Camp,40.734792414478335,-74.00312125130755,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
520,Morningside Heights,40.80799974,-73.96389628,Shaking Crab,40.80514466090976,-73.96603682623764,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
521,Financial District,40.70710711,-74.01066545,Luke's Lobster,40.704488,-74.010915,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
522,Noho,40.72325902,-73.98843368,Upstate Craft Beer and Oyster Bar,40.726331,-73.986453,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
523,Sutton Place,40.76028033,-73.96355614,Roy's Fish and Sushi Market,40.76177757301895,-73.96038722165208,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
524,Turtle Bay,40.75204237,-73.96770825,Crave Fishbar,40.75502559227126,-73.96857583512869,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
525,Turtle Bay,40.75204237,-73.96770825,Pescatore Seafood,40.749559000000005,-73.970781,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
526,Turtle Bay,40.75204237,-73.96770825,Luke's Lobster,40.75166608242672,-73.97329713341688,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
527,Tudor City,40.74691741,-73.97121929,Pescatore Seafood,40.749559000000005,-73.970781,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
528,Tudor City,40.74691741,-73.97121929,Docks Oyster Bar,40.749482758361886,-73.97547112423916,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
529,JC07302,40.721602,-74.04703,Just Beclaws,40.721952287917276,-74.0465413745407,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
530,JC07306,40.733751,-74.06582,Morgan Seafood Restaurant,40.731745,-74.068189,Seafood Restaurant,Food,Seafood Restaurant,Seafood Restaurant,Seafood Restaurant
531,Marble Hill,40.87655078,-73.91065966,Baskin-Robbins,40.877149294788815,-73.90665810372622,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
532,Chinatown,40.71561842,-73.99427936,Sam's Fried Ice Cream,40.71581408226115,-73.99145645060749,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
533,Chinatown,40.71561842,-73.99427936,The Original Chinatown Ice Cream Factory,40.71552144597582,-73.99814520882326,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
534,Chinatown,40.71561842,-73.99427936,Soft Swerve Ice Cream,40.71808695511295,-73.991021414639,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
535,Washington Heights,40.85190253,-73.93690028,Baskin-Robbins,40.85044405488296,-73.9373276411219,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
536,Inwood,40.86768396,-73.92121042,Baskin-Robbins,40.867661,-73.920831,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
537,Yorkville,40.77592985,-73.94711784,Emack & Bolio's Ice Cream,40.773874901539344,-73.95161656040776,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
538,Yorkville,40.77592985,-73.94711784,Van Leeuwen Ice Cream,40.776976,-73.952798,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
539,Upper West Side,40.787658,-73.97705924,Van Leeuwen Ice Cream,40.784914,-73.977378,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
540,Upper West Side,40.787658,-73.97705924,Amorino,40.783682369829776,-73.97794864947821,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
541,Clinton,40.75910089,-73.99611936,Ample Hills Creamery,40.76245082042914,-73.99707133667775,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
542,Chelsea,40.74403471,-74.00311633,Ample Hills Creamery,40.74159361678268,-74.00137484794685,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
543,Chelsea,40.74403471,-74.00311633,16 Handles,40.7428716,-74.0000421,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
544,Chelsea,40.74403471,-74.00311633,Lollino,40.744642,-74.00246700000001,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
545,Chelsea,40.74403471,-74.00311633,L'Arte del Gelato,40.742863235523316,-74.0069549902311,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
546,Greenwich Village,40.72693289,-73.99991403,Van Leeuwen Ice Cream,40.726203000000005,-73.9989,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
547,Greenwich Village,40.72693289,-73.99991403,Morgenstern’s Finest Ice Cream,40.727056738262604,-73.99986366383841,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
548,Greenwich Village,40.72693289,-73.99991403,La Newyorkina,40.72988661124454,-73.99952545538345,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
549,East Village,40.72784678,-73.98222617,Mikey Likes It Ice Cream,40.729283,-73.981228,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
550,East Village,40.72784678,-73.98222617,Davey's Ice Cream,40.72783939272356,-73.98517334770769,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
551,East Village,40.72784678,-73.98222617,Big Gay Ice Cream Shop,40.726286932238715,-73.9841144125253,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
552,East Village,40.72784678,-73.98222617,Alphabet Scoop,40.72769323794557,-73.98004649640905,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
553,Lower East Side,40.71780675,-73.98089032,Wowfulls,40.721383314630884,-73.98348829717217,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
554,Little Italy,40.71932379,-73.99730467,Taiyaki NYC,40.71794454827312,-73.99894952774049,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
555,Little Italy,40.71932379,-73.99730467,Milk & Cream Cereal Bar,40.71950256062705,-73.99629715783664,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
556,Little Italy,40.71932379,-73.99730467,The Original Chinatown Ice Cream Factory,40.71552144597582,-73.99814520882326,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
557,West Village,40.73443394,-74.00617998,Van Leeuwen Ice Cream,40.734396999999994,-74.001271,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
558,Manhattan Valley,40.79730704,-73.96428618,Ben & Jerry's,40.7997286,-73.9678537,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
559,Morningside Heights,40.80799974,-73.96389628,Häagen-Dazs,40.80629288415964,-73.96513742981416,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
560,Gramercy,40.73720983,-73.98137595,Ralph's Famous Italian Ices,40.73693700923917,-73.98161454804094,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
561,Gramercy,40.73720983,-73.98137595,Caffè Panna,40.736985,-73.98676,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
562,Financial District,40.70710711,-74.01066545,Il Gelato @ Eataly,40.709868598242466,-74.0116855984727,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
563,Noho,40.72325902,-73.98843368,Il Laboratorio del Gelato,40.722221999999995,-73.987038,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
564,Sutton Place,40.76028033,-73.96355614,A La Mode Shoppe,40.757233209355775,-73.96418950228437,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
565,Sutton Place,40.76028033,-73.96355614,16 Handles,40.76269131083117,-73.96024457977961,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
566,Flatiron,40.73967305,-73.99094711,Caffè Panna,40.736985,-73.98676,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
567,JC07302,40.721602,-74.04703,Torico's Homemade Ice Cream Parlor,40.721757073464815,-74.04422442538089,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
568,JC07306,40.733751,-74.06582,Baskin-Robbins,40.73109060338127,-74.06464492786989,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
569,JC07307,40.748001,-74.04943,Dahlia's Ice Cream Spot,40.74487477822796,-74.05021581267928,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
570,JC07310,40.731901,-74.0402,Baskin-Robbins,40.731558900535006,-74.04234890265316,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
571,Hoboken,40.744851,-74.03294,Ben & Jerry's,40.7414305,-74.0294837,Ice Cream Shop,Food,Dessert Shop,Ice Cream Shop,Ice Cream Shop
572,Marble Hill,40.87655078,-73.91065966,Boston Market,40.87743,-73.90541209999999,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
573,Chinatown,40.71561842,-73.99427936,Dimes,40.71483045349728,-73.99171854350031,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
574,Chinatown,40.71561842,-73.99427936,l'estudio,40.71571997526929,-73.99033245121464,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
575,Chinatown,40.71561842,-73.99427936,The Commissary,40.71500419213064,-73.99100963130398,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
576,Washington Heights,40.85190253,-73.93690028,The Pandering Pig,40.855226197706585,-73.93779261979789,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
577,Inwood,40.86768396,-73.92121042,The Tubby Hook,40.86781567865924,-73.92073897853041,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
578,Inwood,40.86768396,-73.92121042,Pick & Eat,40.86761432151794,-73.92125256169876,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
579,Manhattanville,40.81693443,-73.95738539,Toast 125,40.814859999999996,-73.9594,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
580,Central Harlem,40.81597607,-73.94321113,Belle Harlem,40.81689,-73.94268000000001,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
581,Central Harlem,40.81597607,-73.94321113,The Edge Harlem,40.819691575695686,-73.94607292237941,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
582,Upper East Side,40.77563857,-73.96050763,Eli's Table,40.775043349986255,-73.95680803408706,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
583,Upper West Side,40.787658,-73.97705924,Maison Pickle,40.786989737086394,-73.97778714345775,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
584,Upper West Side,40.787658,-73.97705924,Fred's Restaurant,40.78565778922317,-73.97653947514475,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
585,Lincoln Square,40.77352889,-73.98533777,The Smith,40.771505319588144,-73.98229201694723,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
586,Lincoln Square,40.77352889,-73.98533777,Dig Inn,40.77426,-73.9815,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
587,Lincoln Square,40.77352889,-73.98533777,Old John's Luncheonette,40.775323170285155,-73.98357457174409,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
588,Clinton,40.75910089,-73.99611936,Chef's Table At Brooklyn Fare,40.75602376620261,-73.99636631297123,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
589,Clinton,40.75910089,-73.99611936,44 & X,40.76102377100562,-73.99451778340419,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
590,Clinton,40.75910089,-73.99611936,Legacy Records,40.757565,-73.99811059999999,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
591,Clinton,40.75910089,-73.99611936,Friedman's,40.755270601991775,-73.99850924419556,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
592,Midtown,40.7546911,-73.98166883,The Lambs Club,40.75661994528238,-73.98446467572164,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
593,Midtown,40.7546911,-73.98166883,Dig Inn,40.751175700000005,-73.9800156,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
594,Murray Hill,40.74830308,-73.97833208,The Capital Grille,40.75105247439972,-73.97507825545438,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
595,Murray Hill,40.74830308,-73.97833208,Montagu's Gusto,40.74555834476401,-73.97522572857503,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
596,Chelsea,40.74403471,-74.00311633,Cookshop,40.74573053438201,-74.00559552616573,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
597,Chelsea,40.74403471,-74.00311633,Westville Chelsea,40.741963040023144,-74.0000471919283,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
598,Chelsea,40.74403471,-74.00311633,Foragers Table,40.74470851504796,-73.99917564000134,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
599,Chelsea,40.74403471,-74.00311633,Jack’s Wife Freda,40.740896,-74.00143100000001,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
600,Greenwich Village,40.72693289,-73.99991403,Mercer Kitchen,40.72468796609349,-73.99867503501251,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
601,Greenwich Village,40.72693289,-73.99991403,Minetta Tavern,40.73004893228043,-74.00064667028238,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
602,East Village,40.72784678,-73.98222617,Westville East,40.7284276229589,-73.98189363635092,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
603,Tribeca,40.72152197,-74.01068329,Smith & Mills,40.720088623166546,-74.0098758337333,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
604,Tribeca,40.72152197,-74.01068329,Bubby's,40.719932193721725,-74.00857160255461,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
605,Tribeca,40.72152197,-74.01068329,Sarabeth's,40.71815153811206,-74.01048036392801,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
606,Tribeca,40.72152197,-74.01068329,The Hideaway,40.717439834311854,-74.01038397100862,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
607,Tribeca,40.72152197,-74.01068329,Houseman,40.725767881652644,-74.00915682240951,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
608,Soho,40.72218384,-74.00065667,Mercer Kitchen,40.72468796609349,-73.99867503501251,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
609,West Village,40.73443394,-74.00617998,Westville West,40.73405465754775,-74.00427852255717,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
610,West Village,40.73443394,-74.00617998,The Little Owl,40.732440920988964,-74.0054235934664,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
611,West Village,40.73443394,-74.00617998,The Warren,40.7331756,-74.0067516,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
612,West Village,40.73443394,-74.00617998,Jeffrey's Grocery,40.733919,-74.001346,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
613,West Village,40.73443394,-74.00617998,Cafe Cluny,40.73753825910849,-74.00389727519641,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
614,Morningside Heights,40.80799974,-73.96389628,Community Food & Juice,40.805822748265,-73.96548276458269,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
615,Morningside Heights,40.80799974,-73.96389628,Dig Inn,40.8055612,-73.96534840000001,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
616,Morningside Heights,40.80799974,-73.96389628,Friedman's,40.80833151824579,-73.95994259206437,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
617,Gramercy,40.73720983,-73.98137595,Bluebell Cafe,40.73844345846253,-73.98318350315094,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
618,Gramercy,40.73720983,-73.98137595,Simon & The Whale,40.739662,-73.98445,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
619,Gramercy,40.73720983,-73.98137595,The Gem Saloon,40.74133516748584,-73.98120752883787,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
620,Battery Park City,40.71193198,-74.01686931,Dig Inn,40.712062200000005,-74.01516079999998,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
621,Financial District,40.70710711,-74.01066545,The Capital Grille,40.707902724783615,-74.01008616860734,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
622,Financial District,40.70710711,-74.01066545,Dig Inn,40.7062847,-74.00701149999998,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
623,Financial District,40.70710711,-74.01066545,Blue Ribbon Federal Grill,40.70787645736464,-74.00823929425412,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
624,Financial District,40.70710711,-74.01066545,Dig Inn,40.70433920000001,-74.01179090000001,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
625,Financial District,40.70710711,-74.01066545,Westville Wall Street,40.70476029018973,-74.00673200859218,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
626,Financial District,40.70710711,-74.01066545,Fields Good Chicken,40.706965999999994,-74.00666899999999,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
627,Carnegie Hill,40.78268257,-73.95325647,Dig Inn,40.7803316,-73.95472779999999,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
628,Noho,40.72325902,-73.98843368,Prune,40.72381131664788,-73.98941695690155,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
629,Noho,40.72325902,-73.98843368,Freemans,40.72183686195003,-73.99245120080575,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
630,Noho,40.72325902,-73.98843368,Saxon + Parole,40.72515143949632,-73.99233429678168,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
631,Civic Center,40.71522892,-74.0054153,Tiny's and the Bar Upstairs,40.71679304855808,-74.00821998878456,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
632,Civic Center,40.71522892,-74.0054153,Little Park,40.715486585249735,-74.00913313510836,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
633,Civic Center,40.71522892,-74.0054153,The Hideaway,40.717439834311854,-74.01038397100862,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
634,Midtown South,40.74850966,-73.98871313,The NoMad Restaurant,40.744964,-73.98852600000001,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
635,Midtown South,40.74850966,-73.98871313,Fields Good Chicken,40.746441,-73.984247,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
636,Sutton Place,40.76028033,-73.96355614,Muscle Maker Grill,40.75990204498669,-73.96488282563628,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
637,Sutton Place,40.76028033,-73.96355614,Sutton Inn,40.75665315495736,-73.96484669560901,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
638,Sutton Place,40.76028033,-73.96355614,August,40.76366562388598,-73.96689981222153,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
639,Turtle Bay,40.75204237,-73.96770825,The Smith,40.75537617759881,-73.9682432636581,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
640,Tudor City,40.74691741,-73.97121929,Montagu's Gusto,40.74555834476401,-73.97522572857503,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
641,Flatiron,40.73967305,-73.99094711,Dig Inn,40.740697999999995,-73.988315,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
642,Hudson Yards,40.75665808,-74.00011136,Chef's Table At Brooklyn Fare,40.75602376620261,-73.99636631297123,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
643,Hudson Yards,40.75665808,-74.00011136,Legacy Records,40.757565,-73.99811059999999,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
644,Hudson Yards,40.75665808,-74.00011136,Jake's,40.75795364379883,-74.0022964477539,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
645,JC07302,40.721602,-74.04703,Skinner's Loft,40.720522616629545,-74.04383201642662,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
646,JC07302,40.721602,-74.04703,Mathews Food & Drink,40.72089202319803,-74.04283373501136,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
647,JC07306,40.733751,-74.06582,Culinary Conference Center - Hudson County Community College,40.73079465633466,-74.06558553497858,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
648,JC07310,40.731901,-74.0402,The Hamilton Inn,40.72909504253637,-74.04473229258966,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
649,Hoboken,40.744851,-74.03294,Mr Wrap's,40.74630782516123,-74.03000307300935,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
650,Hoboken,40.744851,-74.03294,Court Street Bar & Restaurant,40.74332213312085,-74.02861473442614,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
651,Hoboken,40.744851,-74.03294,Zack's Oak Bar & Restaurant,40.74064008523523,-74.03382573472544,American Restaurant,Food,American Restaurant,American Restaurant,American Restaurant
652,Marble Hill,40.87655078,-73.91065966,GameStop,40.87426680212484,-73.90934218062803,Video Game Store,Shop & Service,Video Game Store,Video Game Store,Video Game Store
653,Washington Heights,40.85190253,-73.93690028,GameStop,40.84857,-73.934384,Video Game Store,Shop & Service,Video Game Store,Video Game Store,Video Game Store
654,Midtown,40.7546911,-73.98166883,Nintendo NY,40.758086775583344,-73.97936464398356,Video Game Store,Shop & Service,Video Game Store,Video Game Store,Video Game Store
655,Marble Hill,40.87655078,-73.91065966,Five Below,40.8772564,-73.9049384,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,Miscellaneous Shop,Miscellaneous Shop
656,Midtown,40.7546911,-73.98166883,MUJI,40.75247095108687,-73.98134887218475,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,Miscellaneous Shop,Miscellaneous Shop
657,Little Italy,40.71932379,-73.99730467,MUJI 無印良品 (MUJI),40.72070927138853,-74.00101482868196,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,Miscellaneous Shop,Miscellaneous Shop
658,Soho,40.72218384,-74.00065667,MUJI 無印良品 (MUJI),40.72070927138853,-74.00101482868196,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,Miscellaneous Shop,Miscellaneous Shop
659,Flatiron,40.73967305,-73.99094711,MUJI,40.739420987932505,-73.99251759052277,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,Miscellaneous Shop,Miscellaneous Shop
660,Marble Hill,40.87655078,-73.91065966,Parrilla Latina,40.87747294351472,-73.9060734696857,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
661,Inwood,40.86768396,-73.92121042,Maracas Steak House,40.864325,-73.923627,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
662,East Harlem,40.79224947,-73.94418223,Ricardo Steak House,40.79343473959523,-73.94047119574417,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
663,Upper East Side,40.77563857,-73.96050763,BLT Prime,40.771609999999995,-73.96169,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
664,Lenox Hill,40.76811266,-73.95885969,Ikinari Steak,40.770785821220414,-73.96183444012685,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
665,Midtown,40.7546911,-73.98166883,Strip House,40.755298209282735,-73.98068987647997,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
666,Midtown,40.7546911,-73.98166883,Benjamin Steakhouse,40.75183650705145,-73.97901046365405,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
667,Murray Hill,40.74830308,-73.97833208,Wolfgang's Steakhouse,40.74653128164081,-73.98195293767796,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
668,Murray Hill,40.74830308,-73.97833208,Benjamin Steakhouse,40.75183650705145,-73.97901046365405,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
669,Tribeca,40.72152197,-74.01068329,Wolfgang's Steakhouse,40.721252374206706,-74.01009900910319,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
670,Tribeca,40.72152197,-74.01068329,American Cut,40.71915,-74.00994,Steakhouse,Food,Steakhouse,Steakhouse,Steakhouse
