,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Latitude,Venue Longitude,Venue Category
85,Chinatown,40.71561842,-73.99427936,Zu Yuan Spa,40.715468729173686,-73.9986270534065,Spa
86,Chinatown,40.71561842,-73.99427936,Hwa Yuan,40.713618266530226,-73.99597818966741,Chinese Restaurant
87,Chinatown,40.71561842,-73.99427936,Gotham Archery,40.71749853701644,-73.99143013505147,Sports Club
88,Chinatown,40.71561842,-73.99427936,Kung Fu Tea (功夫茶),40.717118904809354,-73.9945616,Bubble Tea Shop
89,Chinatown,40.71561842,-73.99427936,iLook,40.716163255085476,-73.99815860374045,Optical Shop
90,Chinatown,40.71561842,-73.99427936,CW Pencil Enterprise,40.71758268630868,-73.99066150188446,Paper / Office Supplies Store
91,Chinatown,40.71561842,-73.99427936,Kopitiam,40.71397394589247,-73.9908676845466,Malay Restaurant
92,Chinatown,40.71561842,-73.99427936,Apothéke,40.71446997055456,-73.99801834428807,Cocktail Bar
93,Chinatown,40.71561842,-73.99427936,Mr. Fong's,40.71234870755251,-73.99429476756772,Cocktail Bar
94,Chinatown,40.71561842,-73.99427936,Fay Da Bakery,40.71676493044495,-73.99787389276216,Bakery
95,Chinatown,40.71561842,-73.99427936,Joe's Shanghai 鹿嗚春,40.71566097685305,-73.99669268189086,Shanghai Restaurant
96,Chinatown,40.71561842,-73.99427936,Boys Don't Cry,40.715396050707454,-73.99162308690639,Bar
97,Chinatown,40.71561842,-73.99427936,Cafe Katja,40.71772249773717,-73.9904973426323,Austrian Restaurant
98,Chinatown,40.71561842,-73.99427936,Big Wong King 大旺,40.71619620821637,-73.99830311536789,Chinese Restaurant
99,Chinatown,40.71561842,-73.99427936,Clandestino,40.714639480844234,-73.99101333557718,Bar
100,Chinatown,40.71561842,-73.99427936,JaJaJa Plantas Mexicana,40.714197627245426,-73.9901568736444,Mexican Restaurant
101,Chinatown,40.71561842,-73.99427936,Las’ Lap,40.717690463104404,-73.99043516357852,Bar
102,Chinatown,40.71561842,-73.99427936,Mango Mango Dessert - Bayard St.,40.71551587230272,-73.99802376966318,Dessert Shop
103,Chinatown,40.71561842,-73.99427936,Pho Vietnam,40.7175304403123,-73.99412803138348,Vietnamese Restaurant
104,Chinatown,40.71561842,-73.99427936,MooShoes NYC,40.71786084384097,-73.99037749508857,Shoe Store
105,Chinatown,40.71561842,-73.99427936,Nom Wah Tea Parlor,40.714512,-73.998235,Dim Sum Restaurant
106,Chinatown,40.71561842,-73.99427936,Orchard Grocer,40.71784735323789,-73.99035763050085,Vegetarian / Vegan Restaurant
107,Chinatown,40.71561842,-73.99427936,Mei Li Wah,40.71551985009458,-73.9979727016834,Bakery
108,Chinatown,40.71561842,-73.99427936,Cafe Grumpy,40.71506878269568,-73.98995222774947,Coffee Shop
109,Chinatown,40.71561842,-73.99427936,La Bella Ferrara,40.71744962394581,-73.99837323694786,Bakery
110,Chinatown,40.71561842,-73.99427936,Stanley's Pharmacy,40.7157817455398,-73.99054400644904,Pharmacy
111,Chinatown,40.71561842,-73.99427936,Eye Solutions,40.7149274142558,-73.9987735799202,Optical Shop
112,Chinatown,40.71561842,-73.99427936,H Optics,40.7177568898041,-73.99044147871669,Optical Shop
113,Chinatown,40.71561842,-73.99427936,Soft Swerve Ice Cream,40.718086955112945,-73.991021414639,Ice Cream Shop
114,Chinatown,40.71561842,-73.99427936,Deluxe Green Bo Restaurant,40.715544918133155,-73.99813747002635,Chinese Restaurant
115,Chinatown,40.71561842,-73.99427936,Taiwan Pork Chop House 臺灣武昌好味道,40.71436751328666,-73.99786861896594,Taiwanese Restaurant
116,Chinatown,40.71561842,-73.99427936,Go Believe Bakery,40.71836557553882,-73.99449033875533,Bakery
117,Chinatown,40.71561842,-73.99427936,Alimama,40.7158544325844,-73.99913855578315,Dessert Shop
118,Chinatown,40.71561842,-73.99427936,Tan Tin Hung Supermarket,40.71814407707191,-73.99491522511089,Grocery Store
119,Chinatown,40.71561842,-73.99427936,Double Crispy Bakery Inc,40.71855442955685,-73.99511739741997,Bakery
120,Chinatown,40.71561842,-73.99427936,Shanghai 21,40.714423425836316,-73.99890393018723,Shanghai Restaurant
121,Chinatown,40.71561842,-73.99427936,Hester Street Playground,40.71696871534179,-73.99391045023863,Playground
122,Chinatown,40.71561842,-73.99427936,The Little One NYC,40.7140141557153,-73.99081873002194,Dessert Shop
123,Chinatown,40.71561842,-73.99427936,Kings Kitchen 金煌煲煲好,40.71385235014096,-73.99364012973133,Cantonese Restaurant
124,Washington Heights,40.85190253,-73.93690028,Green Juice Cafe,40.85189793238417,-73.93482699423339,Café
125,Washington Heights,40.85190253,-73.93690028,The Uptown Garrison,40.85125539385438,-73.93947295544035,Restaurant
126,Washington Heights,40.85190253,-73.93690028,Tampopo Ramen,40.85069287922829,-73.93656823814172,Ramen Restaurant
127,Washington Heights,40.85190253,-73.93690028,Saggio Restaurant,40.85142251681508,-73.93976122140884,Italian Restaurant
128,Washington Heights,40.85190253,-73.93690028,Burger Heights,40.85026807331502,-73.93461812752481,Burger Joint
129,Washington Heights,40.85190253,-73.93690028,Le Chéile,40.85145903601843,-73.93998920917511,Café
130,Washington Heights,40.85190253,-73.93690028,Forever Coffee Bar,40.85043253392718,-73.93660674414312,Coffee Shop
131,Washington Heights,40.85190253,-73.93690028,Jin's Superette,40.85098865024419,-73.93851430188998,Deli / Bodega
132,Washington Heights,40.85190253,-73.93690028,Highest Natural Point In Manhattan,40.852843004488385,-73.93764973534918,Park
133,Washington Heights,40.85190253,-73.93690028,181st St Bakery & Deli,40.85101361568652,-73.93859158137181,Bakery
134,Washington Heights,40.85190253,-73.93690028,Cabrini Wines,40.85129218870419,-73.93971626183753,Wine Shop
135,Washington Heights,40.85190253,-73.93690028,Qmart,40.85199915943576,-73.93491489398065,Market
136,Washington Heights,40.85190253,-73.93690028,Café Bark,40.851353,-73.939896,Pet Café
137,Washington Heights,40.85190253,-73.93690028,Altus Cafe,40.85227048549662,-73.93468709744222,Cocktail Bar
138,Washington Heights,40.85190253,-73.93690028,Bennett Park,40.85296731395129,-73.93787361453009,Park
139,Washington Heights,40.85190253,-73.93690028,Vines on Pine,40.8552777479788,-73.93767127156606,Wine Shop
140,Washington Heights,40.85190253,-73.93690028,The Pandering Pig,40.855226197706585,-73.93779261979789,American Restaurant
141,Washington Heights,40.85190253,-73.93690028,Yo Sweets,40.85083131851628,-73.9378569165125,Frozen Yogurt Shop
142,Washington Heights,40.85190253,-73.93690028,Highbridge Park Pool,40.849110201463084,-73.93683928010928,Pool
143,Washington Heights,40.85190253,-73.93690028,181 Cabrini,40.851251236650356,-73.94034289599841,New American Restaurant
144,Washington Heights,40.85190253,-73.93690028,Hudson View Restaurant,40.850888432086236,-73.93823069541277,Breakfast Spot
145,Washington Heights,40.85190253,-73.93690028,Chittenden Overlook,40.85502970536667,-73.93936157226562,Scenic Lookout
146,Washington Heights,40.85190253,-73.93690028,Las Tapas,40.85523384393846,-73.93728400575858,Tapas Restaurant
147,Washington Heights,40.85190253,-73.93690028,Fresco's Pizzeria,40.85520157236451,-73.93721648678681,Pizza Place
148,Washington Heights,40.85190253,-73.93690028,Buunni Coffee,40.85519403267616,-73.9377173781395,Café
149,Washington Heights,40.85190253,-73.93690028,La Casa del Mofongo,40.85026656753515,-73.93314532362541,Caribbean Restaurant
150,Washington Heights,40.85190253,-73.93690028,Kismat Indian Restaurant,40.855221723964846,-73.93696683600031,Indian Restaurant
151,Washington Heights,40.85190253,-73.93690028,La Cabana Salvadorena,40.85433401375745,-73.9336768506694,Latin American Restaurant
152,Washington Heights,40.85190253,-73.93690028,Lucky 7 Tapas Bar,40.85044675560533,-73.93303027615121,Tapas Restaurant
153,Washington Heights,40.85190253,-73.93690028,181 Gourmet Deli,40.851095815370044,-73.93892661241044,Deli / Bodega
154,Washington Heights,40.85190253,-73.93690028,Terravita,40.848059,-73.937645,New American Restaurant
155,Washington Heights,40.85190253,-73.93690028,Bennett Wines & Liquor,40.85045575462591,-73.93676854425944,Liquor Store
156,Washington Heights,40.85190253,-73.93690028,Fort Washington Bakery & Deli,40.85104558248512,-73.93864460474616,Bakery
157,Washington Heights,40.85190253,-73.93690028,Starbucks,40.85096145,-73.93833015,Coffee Shop
158,Washington Heights,40.85190253,-73.93690028,The Vitamin Shoppe,40.8501171,-73.9351315,Supplement Shop
159,Washington Heights,40.85190253,-73.93690028,Poción,40.847628782562246,-73.93837984011846,Lounge
160,Washington Heights,40.85190253,-73.93690028,AT&T,40.84949305694621,-73.93456041812897,Mobile Phone Shop
161,Washington Heights,40.85190253,-73.93690028,Claire's,40.849839,-73.93551500000001,Accessories Store
162,Washington Heights,40.85190253,-73.93690028,Dominican Square,40.852424033529694,-73.93488978196986,Plaza
163,Washington Heights,40.85190253,-73.93690028,Sushi Yu II,40.8512546772285,-73.93965198989514,Sushi Restaurant
164,Washington Heights,40.85190253,-73.93690028,T-Mobile,40.85046159898994,-73.93528160613425,Mobile Phone Shop
165,Washington Heights,40.85190253,-73.93690028,Yang Garden,40.85530896752232,-73.93783226069496,Chinese Restaurant
166,Washington Heights,40.85190253,-73.93690028,Punto de Sabor Restaurant,40.85074,-73.93247,Spanish Restaurant
167,Washington Heights,40.85190253,-73.93690028,Spoiled Brats,40.85137620658814,-73.93528463692203,Pet Store
168,Washington Heights,40.85190253,-73.93690028,Frank's Market,40.85533405166097,-73.93716221785515,Grocery Store
169,Washington Heights,40.85190253,-73.93690028,Monkey Room,40.854976932654424,-73.93704592998373,Bar
170,Washington Heights,40.85190253,-73.93690028,Marisco Centro (Seafood Restaurant & Fish Market),40.85133231436476,-73.9318637321785,Seafood Restaurant
171,Washington Heights,40.85190253,-73.93690028,Baskin-Robbins,40.85044405488296,-73.9373276411219,Ice Cream Shop
172,Washington Heights,40.85190253,-73.93690028,Mambi Steak House Bar & Grill,40.84761525167604,-73.93814343707571,Spanish Restaurant
173,Washington Heights,40.85190253,-73.93690028,Kazza Wine Bar,40.84769385813797,-73.93862109202698,Wine Bar
174,Washington Heights,40.85190253,-73.93690028,Exclusive Pizza,40.850988519138205,-73.93863461560966,Pizza Place
175,Washington Heights,40.85190253,-73.93690028,El Guanaco Restaurant Pupuseria,40.848216,-73.938164,Latin American Restaurant
176,Washington Heights,40.85190253,-73.93690028,Tung Thong,40.851109976169056,-73.93921985006985,Thai Restaurant
177,Washington Heights,40.85190253,-73.93690028,Blink Fitness,40.848562,-73.936941,Gym
178,Washington Heights,40.85190253,-73.93690028,Chase Bank,40.850282,-73.935308,Bank
179,Washington Heights,40.85190253,-73.93690028,Hertz,40.852022,-73.934332,Rental Car Location
180,Washington Heights,40.85190253,-73.93690028,Refried Beans Mexican Restaurant,40.85503858399724,-73.93703107149052,Mexican Restaurant
181,Washington Heights,40.85190253,-73.93690028,Subway,40.84925011493432,-73.93711605719488,Sandwich Place
182,Washington Heights,40.85190253,-73.93690028,Tu Cachapa,40.848210455280594,-73.93774273133336,Arepa Restaurant
183,Washington Heights,40.85190253,-73.93690028,Subway,40.851752205864,-73.93160322969925,Sandwich Place
184,Washington Heights,40.85190253,-73.93690028,Vicky's Diner,40.85519031985391,-73.93716531922621,Diner
185,Washington Heights,40.85190253,-73.93690028,Gap Factory Store,40.848928968984765,-73.9385909402616,Clothing Store
186,Washington Heights,40.85190253,-73.93690028,Pick and Eat,40.84755809230442,-73.93821158547597,Café
187,Washington Heights,40.85190253,-73.93690028,GameStop,40.84857,-73.934384,Video Game Store
188,Washington Heights,40.85190253,-73.93690028,Capital One Bank,40.8495563,-73.9349611,Bank
189,Washington Heights,40.85190253,-73.93690028,Floridita Broadway Bakery,40.84778119590665,-73.93785127878681,Bakery
190,Washington Heights,40.85190253,-73.93690028,El Panadero Bakery,40.847986735591036,-73.93477616565791,Bakery
191,Washington Heights,40.85190253,-73.93690028,181st Street & St. Nicholas Avenue,40.84931972393604,-73.93374534151803,Rest Area
192,Washington Heights,40.85190253,-73.93690028,The Children's Place,40.84934587531209,-73.93399132525082,Kids Store
193,Washington Heights,40.85190253,-73.93690028,Scoop Cafe,40.849988223249156,-73.93539645226812,Café
194,Washington Heights,40.85190253,-73.93690028,New York & Company,40.850204941289384,-73.93574962214448,Women's Store
195,Washington Heights,40.85190253,-73.93690028,Staples,40.8522284,-73.9343701,Paper / Office Supplies Store
196,Washington Heights,40.85190253,-73.93690028,The UPS Store,40.84896959757678,-73.93252730369568,Shipping Store
197,Washington Heights,40.85190253,-73.93690028,T-Mobile,40.84862,-73.934518,Mobile Phone Shop
198,Washington Heights,40.85190253,-73.93690028,Mi Ranchito,40.850940043830036,-73.93270136537873,Mexican Restaurant
199,Washington Heights,40.85190253,-73.93690028,Foot Locker,40.84958,-73.934,Shoe Store
200,Washington Heights,40.85190253,-73.93690028,Bravo Supermarkets,40.850675,-73.9359077,Grocery Store
201,Washington Heights,40.85190253,-73.93690028,Modell's Sporting Goods,40.84939695101756,-73.93440607442066,Sporting Goods Shop
202,Washington Heights,40.85190253,-73.93690028,Dunkin',40.85358361444566,-73.93446379847944,Donut Shop
203,Washington Heights,40.85190253,-73.93690028,Key Food,40.85387285643355,-73.93387824458537,Supermarket
204,Washington Heights,40.85190253,-73.93690028,Lucille Roberts,40.848487133551245,-73.93463619433982,Gym
205,Washington Heights,40.85190253,-73.93690028,Dan's Supermarket,40.85182894983259,-73.93239318833459,Supermarket
206,Washington Heights,40.85190253,-73.93690028,Dunkin',40.848971559412725,-73.93354349109637,Donut Shop
207,Washington Heights,40.85190253,-73.93690028,Pollo El Provocon,40.851715087890625,-73.93257141113281,Italian Restaurant
208,Washington Heights,40.85190253,-73.93690028,Rite Aid,40.8520924,-73.9313494,Pharmacy
209,Washington Heights,40.85190253,-73.93690028,City Brows,40.84874,-73.933997,Spa
210,Inwood,40.86768396,-73.92121042,PJ Wine,40.86725069863996,-73.92234862213004,Wine Shop
211,Inwood,40.86768396,-73.92121042,Inwood Farmers Market,40.8690623647046,-73.92055952849027,Farmers Market
212,Inwood,40.86768396,-73.92121042,ChocNYC,40.86839571994423,-73.91874220036571,Bakery
213,Inwood,40.86768396,-73.92121042,Guadalupe Bar and Grill,40.86733441190966,-73.92086276373738,Mexican Restaurant
214,Inwood,40.86768396,-73.92121042,Inwood Local,40.868032079412906,-73.92058148137625,Wine Bar
215,Inwood,40.86768396,-73.92121042,Inwood Gourmet,40.86859393673214,-73.92136081974698,Deli / Bodega
216,Inwood,40.86768396,-73.92121042,Furry Fiends,40.8682535048151,-73.92155219714417,Pet Store
217,Inwood,40.86768396,-73.92121042,G's Coffee Shop,40.86841792395646,-73.92174351734803,Diner
218,Inwood,40.86768396,-73.92121042,Bocaditos Bistro,40.867118,-73.923829,Bistro
219,Inwood,40.86768396,-73.92121042,Isham Park,40.86964681199003,-73.91921038865577,Park
220,Inwood,40.86768396,-73.92121042,fantastic lounge,40.866296999999996,-73.919626,Latin American Restaurant
221,Inwood,40.86768396,-73.92121042,Garden Cafe,40.868050488858266,-73.92047699521964,Café
222,Inwood,40.86768396,-73.92121042,The Tubby Hook,40.86781567865924,-73.92073897853041,American Restaurant
223,Inwood,40.86768396,-73.92121042,Bread and Yoga,40.8682294804136,-73.91802773071818,Yoga Studio
224,Inwood,40.86768396,-73.92121042,Inwood Hill Park,40.870857526105226,-73.92012895296453,Park
225,Inwood,40.86768396,-73.92121042,Inwood Animal Clinic,40.866524372266475,-73.92459057127897,Veterinarian
226,Inwood,40.86768396,-73.92121042,Go Greenly,40.86682225266927,-73.92368490409885,Frozen Yogurt Shop
227,Inwood,40.86768396,-73.92121042,Dichter Pharmacy,40.867986761299925,-73.9207270084213,Pharmacy
228,Inwood,40.86768396,-73.92121042,Bizcocho De Colores,40.866035195034456,-73.91939635323097,Bakery
229,Inwood,40.86768396,-73.92121042,Inwood Bar and Grill,40.86704379362675,-73.92257045428569,Restaurant
230,Inwood,40.86768396,-73.92121042,Anchor Heights,40.86680693822919,-73.92050256697367,Wine Bar
231,Inwood,40.86768396,-73.92121042,Fidel's Gourmet Deli,40.86756287985037,-73.92438592402836,Deli / Bodega
232,Inwood,40.86768396,-73.92121042,Cafe De Broadway,40.868299986514465,-73.91892779692039,Café
233,Inwood,40.86768396,-73.92121042,La Reina Del Chicharron,40.866356651741405,-73.92501189872718,Spanish Restaurant
234,Inwood,40.86768396,-73.92121042,Made in Mexico,40.86727537546098,-73.91708993197774,Mexican Restaurant
235,Inwood,40.86768396,-73.92121042,Genesis Autentica Comida Ecuatoriana,40.8654980859935,-73.91984190208424,Restaurant
236,Inwood,40.86768396,-73.92121042,The Liffy II Bar,40.86904222830055,-73.91729960259804,Bar
237,Inwood,40.86768396,-73.92121042,La Nueva España,40.867350131336806,-73.92103186934894,Spanish Restaurant
238,Inwood,40.86768396,-73.92121042,Dolce Vida Frozen Yogurt,40.868482907830256,-73.91846716403961,Frozen Yogurt Shop
239,Inwood,40.86768396,-73.92121042,Kuro Kirin,40.866223,-73.925691,Coffee Shop
240,Inwood,40.86768396,-73.92121042,Guacamole,40.869659000000006,-73.916736,Mexican Restaurant
241,Inwood,40.86768396,-73.92121042,Beans & Vines,40.86640788754024,-73.92482802288949,Café
242,Inwood,40.86768396,-73.92121042,Pick & Eat,40.867614321517934,-73.92125256169876,American Restaurant
243,Inwood,40.86768396,-73.92121042,"""U"" Like",40.8675317158944,-73.92156645636662,Chinese Restaurant
244,Inwood,40.86768396,-73.92121042,Lotus Express,40.866279999999996,-73.92456700000001,Chinese Restaurant
245,Inwood,40.86768396,-73.92121042,Indian Road Playground,40.87180127827139,-73.9198711812677,Playground
246,Inwood,40.86768396,-73.92121042,Republica,40.864979,-73.923078,Restaurant
247,Inwood,40.86768396,-73.92121042,Homer's Dog Run,40.87110405090399,-73.92176417332969,Dog Run
248,Inwood,40.86768396,-73.92121042,Grandpa's Brick Oven Pizza,40.86821549098444,-73.9194188234502,Pizza Place
249,Inwood,40.86768396,-73.92121042,John's Fried Chicken,40.864795924590695,-73.91947030101764,Fast Food Restaurant
250,Inwood,40.86768396,-73.92121042,Cafe Tabaco y Ron,40.86901579447504,-73.9157760815094,Lounge
251,Inwood,40.86768396,-73.92121042,Baskin-Robbins,40.867661,-73.920831,Ice Cream Shop
252,Inwood,40.86768396,-73.92121042,El Tina Seafood Restaurant,40.86445981289547,-73.91909750842994,Seafood Restaurant
