,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Latitude,Venue Longitude,Venue Category
0,Manhattan_Marble Hill,40.87655078,-73.91065966,Arturo's,40.87441177110231,-73.91027100981574,Pizza Place
1,Manhattan_Marble Hill,40.87655078,-73.91065966,Bikram Yoga,40.876843690797934,-73.90620384419528,Yoga Studio
2,Manhattan_Marble Hill,40.87655078,-73.91065966,Tibbett Diner,40.8804044222466,-73.90893738006402,Diner
3,Manhattan_Marble Hill,40.87655078,-73.91065966,Starbucks,40.87753134921497,-73.90558216359267,Coffee Shop
4,Manhattan_Marble Hill,40.87655078,-73.91065966,Dunkin',40.87713584201589,-73.90666550701411,Donut Shop
5,Manhattan_Marble Hill,40.87655078,-73.91065966,Rite Aid,40.875466574434704,-73.90890629016033,Pharmacy
6,Manhattan_Marble Hill,40.87655078,-73.91065966,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium
7,Manhattan_Marble Hill,40.87655078,-73.91065966,Starbucks,40.873754554218515,-73.90861305343668,Coffee Shop
8,Manhattan_Marble Hill,40.87655078,-73.91065966,Astral Fitness & Wellness Center,40.87670526507199,-73.90637207670373,Gym
9,Manhattan_Marble Hill,40.87655078,-73.91065966,Blink Fitness,40.877271495944626,-73.90559491338075,Gym
10,Manhattan_Marble Hill,40.87655078,-73.91065966,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant
11,Manhattan_Marble Hill,40.87655078,-73.91065966,T.J. Maxx,40.87723198343352,-73.90504239962168,Department Store
12,Manhattan_Marble Hill,40.87655078,-73.91065966,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store
13,Manhattan_Marble Hill,40.87655078,-73.91065966,Vitamin Shoppe,40.87716,-73.905632,Supplement Shop
14,Manhattan_Marble Hill,40.87655078,-73.91065966,Subway,40.87483215332031,-73.90995025634766,Sandwich Place
15,Manhattan_Marble Hill,40.87655078,-73.91065966,Subway,40.878464979323944,-73.9055176422437,Sandwich Place
16,Manhattan_Marble Hill,40.87655078,-73.91065966,Baskin-Robbins,40.87714929478882,-73.90665810372622,Ice Cream Shop
17,Manhattan_Marble Hill,40.87655078,-73.91065966,GameStop,40.874266802124836,-73.90934218062803,Video Game Store
18,Manhattan_Marble Hill,40.87655078,-73.91065966,Boston Market,40.87743,-73.9054121,American Restaurant
19,Manhattan_Marble Hill,40.87655078,-73.91065966,Five Below,40.8772564,-73.9049384,Miscellaneous Shop
20,Manhattan_Marble Hill,40.87655078,-73.91065966,Parrilla Latina,40.87747294351472,-73.90607346968568,Steakhouse
